品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
Panasonic,CS-YU12ZKA / CU-YU12ZKA,U1-C220211,2022,1,288,3.46,6.1458,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-YU9ZKA / CU-YU9ZKA,U1-C220210,2022,1,214,2.66,6.1363,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-PN24ZKA / CU-PN24ZKA,U1-C220209,2022,3,1022,6.84,3.3298,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CS-PN18ZKA / CU-PN18ZKA,U1-C220208,2022,3,765,5.31,3.4895,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CS-PN12ZKA / CU-PN12ZKA,U1-C220207,2022,3,526,3.49,3.3853,R32,不適用,—,—,—,信興電器貿易有限公司,否
Panasonic,CS-PN9ZKA / CU-PN9ZKA,U1-C220206,2022,3,393,2.74,3.4107,R32,不適用,—,—,—,信興電器貿易有限公司,否
樂信牌,RS-YU24ZK / RU-YU24ZK,U1-C220200,2022,1,622,6.86,5.5281,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-YU18ZK / RU-YU18ZK,U1-C220199,2022,1,389,5.62,6.8888,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-YU12ZK / RU-YU12ZK,U1-C220198,2022,1,288,3.46,6.1458,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-YU9ZK / RU-YU9ZK,U1-C220197,2022,1,214,2.66,6.1363,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CS-RZ28YKA / CU-RZ28YKA,U1-C220172,2022,1,640,7.93,5.9297,R32,1,76,8.87,4.9165,信興電工工程有限公司,是
珍寶,ASWX09BNTA / AOWX09BNTA,U1-C220171,2022,3,403,2.71,3.3257,R32,不適用,—,—,—,第一電業有限公司,否
LG,LGHP12S,U1-C220164,2022,1,306,3.43,5.6140,R32,1,35,4.14,4.9581,LG Electronics HK Ltd,是
LG,LGHP09S,U1-C220163,2022,1,219,2.69,6.0071,R32,1,27,3.29,5.1643,LG Electronics HK Ltd,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
珍寶,ASWG12CPTA / AOWG12CPTA,U1-C220155,2022,1,320,3.61,5.3458,R32,不適用,—,—,—,第一電業有限公司,是
麥克維爾,M5WM15L/M5LC15F,U1-C220154,2022,4,543,3.34,3.0545,R410A,不適用,—,—,—,麥克維爾,否
麥克維爾,M5WM10L/M5LC10F,U1-C220153,2022,3,426,2.74,3.1718,R410A,不適用,—,—,—,麥克維爾,否
珍寶,ASWG24CPTA / AOWG24CPTA,U1-C220152,2022,1,646,7.20,5.5114,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWG18CPTA / AOWG18CPTA,U1-C220151,2022,1,486,5.38,5.1992,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,ASWG09CPTA / AOWG09CPTA,U1-C220150,2022,1,272,2.84,5.0130,R32,不適用,—,—,—,第一電業有限公司,是
樂信牌,RS-S18KI / RU-S18KI,U1-C220128,2022,1,561,5.33,4.7621,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-S12KI / RU-S12KI,U1-C220127,2022,1,353,3.56,5.0148,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-S9KI / RU-S9KI,U1-C220126,2022,1,251,2.63,5.3251,R410A,不適用,—,—,—,信興電工工程有限公司,是
開利,42QHE024VS/38QHE024VS,U1-C220125,2022,1,648,7.12,5.4911,R32,1,71,7.40,4.4500,世紀開利家用空調有限公司,是
開利,42QHE018VS/38QHE018VS,U1-C220124,2022,1,431,5.31,6.1880,R32,1,51,5.77,4.8470,世紀開利家用空調有限公司,是
開利,42QHE012VS/38QHE012VS,U1-C220123,2022,1,315,3.53,5.6424,R32,1,34,3.87,4.9497,世紀開利家用空調有限公司,是
開利,42QHE009VS/38QHE009VS,U1-C220122,2022,1,232,2.64,5.7546,R32,1,27,3.15,4.9099,世紀開利家用空調有限公司,是
Panasonic,CS-U12YWA/CU-U12YWA,U1-C220121,2022,1,331,3.51,5.3813,R32,不適用,—,—,—,信興電器貿易有限公司,是
樂信牌,RS-U18YW/RU-U18YW,U1-C220117,2022,1,513,5.17,5.2323,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-U12YW/RU-U12YW,U1-C220116,2022,1,331,3.51,5.3813,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-U9YW/RU-U9YW,U1-C220115,2022,1,269,2.76,4.9874,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CS-U18YWA/CU-U18YWA,U1-C220104,2022,1,513,5.17,5.2323,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-U9YWA/CU-U9YWA,U1-C220103,2022,1,269,2.76,4.9874,R32,不適用,—,—,—,信興電器貿易有限公司,是
豐澤牌,FSAV18M22,U1-C220101,2022,1,561,5.33,4.7621,R410A,不適用,—,—,—,屈臣氏零售(香港),是
豐澤牌,FSAV12M22,U1-C220100,2022,1,353,3.56,5.0148,R410A,不適用,—,—,—,屈臣氏零售(香港),是
豐澤牌,FSAV09M22,U1-C220099,2022,1,251,2.63,5.3251,R410A,不適用,—,—,—,屈臣氏零售(香港),是
格力,GIMC2212XAE/GIMC2212XAC,U1-C220079,2022,1,353,3.26,4.5859,R410A,不適用,—,—,—,太平家庭電器,是
格力,GIMC2209XAE/GIMC2209XAC,U1-C220078,2022,1,265,2.71,4.9676,R410A,不適用,—,—,—,太平家庭電器,是
Panasonic,CS-RU24YKA/CU-RU24YKA,U1-C220073,2022,1,622,6.86,5.5281,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-RU18YKA/CU-RU18YKA,U1-C220072,2022,1,389,5.62,6.8888,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-RU12YKA/CU-RU12YKA,U1-C220071,2022,1,288,3.46,6.1458,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-RU9YKA/CU-RU9YKA,U1-C220070,2022,1,214,2.66,6.1363,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-RZ24YKA/CU-RZ24YKA,U1-C220069,2022,1,603,6.66,5.5317,R32,1,66,7.92,5.2826,信興電器貿易有限公司,是
Panasonic,CS-RZ18YKA/CU-RZ18YKA,U1-C220068,2022,1,429,5.26,6.1265,R32,1,47,5.75,5.3537,信興電器貿易有限公司,是
Panasonic,CS-RZ12YKA/CU-RZ12YKA,U1-C220067,2022,1,284,3.46,6.2200,R32,1,33,3.93,5.3370,信興電器貿易有限公司,是
Panasonic,CS-RZ9YKA/CU-RZ9YKA,U1-C220066,2022,1,200,2.52,6.3320,R32,1,26,3.11,5.0982,信興電器貿易有限公司,是
樂信牌,RS-RZ24YK / RU-RZ24YK,U1-C220062,2022,1,603,6.66,5.5317,R32,1,66,7.92,5.2826,信興電工工程有限公司,是
樂信牌,RS-RZ18YK / RU-RZ18YK,U1-C220061,2022,1,429,5.26,6.1265,R32,1,47,5.75,5.3537,信興電工工程有限公司,是
樂信牌,RS-RZ12YK / RU-RZ12YK,U1-C220060,2022,1,284,3.46,6.2200,R32,1,33,3.93,5.3370,信興電工工程有限公司,是
樂信牌,RS-RZ9YK / RU-RZ9YK,U1-C220059,2022,1,200,2.52,6.3320,R32,1,26,3.11,5.0982,信興電工工程有限公司,是
Comfee',CF-22VAGF-H,U1-C210173,2021,1,706,6.55,4.7190,R410A,不適用,—,—,—,東芝香港有限公司,是
Comfee',CF-18VAGF-H,U1-C210172,2021,1,561,5.33,4.7621,R410A,不適用,—,—,—,東芝香港有限公司,是
Comfee',CF-12VAGF-H,U1-C210171,2021,1,353,3.56,5.0148,R410A,不適用,—,—,—,東芝香港有限公司,是
Comfee',CF-09VAGF-H,U1-C210170,2021,1,251,2.63,5.3251,R410A,不適用,—,—,—,東芝香港有限公司,是
Morita Denko,NMDSA22CF1A,U1-C210135,2021,1,706,6.55,4.7190,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA18CF1A,U1-C210134,2021,1,561,5.33,4.7621,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA12CF1A,U1-C210133,2021,1,353,3.56,5.0148,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
Morita Denko,NMDSA09CF1A,U1-C210132,2021,1,251,2.63,5.3251,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
日立牌,RAS-DX18HNK/RAC-DX18HNK,U1-C210128,2021,1,538,5.54,4.9780,R410A,1,49,4.49,4.0036,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX13HNK/RAC-DX13HNK,U1-C210127,2021,1,310,3.35,5.2631,R410A,1,41,4.06,4.4824,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX10HNK/RAC-DX10HNK,U1-C210126,2021,1,238,2.57,5.3103,R410A,1,29,3.24,4.7139,阿奇立克日立家電(香港)有限公司,是
東芝,RAS-24J2KV(HK),U1-C210125,2021,1,688,7.00,5.2178,R410A,1,73,7.96,4.7298,東芝香港有限公司,是
東芝,RAS-22J2KV(HK),U1-C210124,2021,1,616,6.51,5.3307,R410A,1,75,7.39,4.3731,東芝香港有限公司,是
東芝,RAS-18J2KV(HK),U1-C210123,2021,1,470,4.95,5.3822,R410A,1,57,5.88,4.5862,東芝香港有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
東芝,RAS-13J2KV(HK),U1-C210122,2021,1,365,3.42,4.8478,R410A,1,41,4.03,4.3822,東芝香港有限公司,是
東芝,RAS-10J2KV(HK),U1-C210121,2021,1,279,2.47,4.5342,R410A,1,32,3.12,4.3572,東芝香港有限公司,是
海爾,HSU-25VTH21,U1-C210120,2021,1,650,7.43,5.7147,R32,不適用,—,—,—,海爾國際有限公司,是
海爾,HSU-19VTK21,U1-C210119,2021,1,576,5.10,4.6548,R32,不適用,—,—,—,海爾國際有限公司,是
海爾,HSU-13VTK21,U1-C210118,2021,1,408,3.65,4.5392,R32,不適用,—,—,—,海爾國際有限公司,是
海爾,HSU-10VTK21,U1-C210117,2021,1,305,2.75,4.6121,R32,不適用,—,—,—,海爾國際有限公司,是
肯特,TS-22DV/TS-22DAV,U1-C210116,2021,1,676,6.36,4.7846,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TS-18DV/TS-18DAV,U1-C210115,2021,2,588,5.33,4.4736,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TS-12DV/TS-12DAV,U1-C210114,2021,2,402,3.64,4.4157,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TS-09DV/TS-09DAV,U1-C210113,2021,2,312,2.63,4.2126,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
東芝,RAS-24J2KCV(HK),U1-C210112,2021,1,688,7.00,5.2178,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-22J2KCV(HK),U1-C210111,2021,1,549,6.03,5.5207,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-18J2KCV(HK),U1-C210110,2021,1,558,5.06,4.7957,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-13J2KCV(HK),U1-C210109,2021,1,387,3.53,4.6967,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-10J2KCV(HK),U1-C210108,2021,1,288,2.72,4.7346,R410A,不適用,—,—,—,東芝香港有限公司,是
開利,42KHA022VS/38KHA022VS,U1-C210107,2021,1,676,6.36,4.7846,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42KHA018VS/38KHA018VS,U1-C210106,2021,2,588,5.33,4.4736,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42KHA012VS/38KHA012VS,U1-C210105,2021,2,402,3.64,4.4157,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,42KHA009VS/38KHA009VS,U1-C210104,2021,2,312,2.63,4.2126,R410A,不適用,—,—,—,世紀開利家用空調有限公司,是
三菱電機,MSZ-GS27VF / MUZ-GS27VF,U1-C210103,2021,1,674,7.35,5.3996,R32,1,81,8.46,4.4236,三菱電機,是
三菱電機,MSZ-GS24VF / MUZ-GS24VF,U1-C210102,2021,1,601,6.66,5.5541,R32,1,67,7.39,4.6528,三菱電機,是
三菱電機,MSY-GS27VF / MUY-GS27VF,U1-C210101,2021,1,677,7.38,5.3782,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GS24VF / MUY-GS24VF,U1-C210100,2021,1,618,6.81,5.4030,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSZ-LN22VFV / MUZ-LN22VF,U1-C210095,2021,1,576,6.17,5.3517,R32,1,61,6.88,4.8628,三菱電機,是
三菱電機,MSZ-LN22VFR / MUZ-LN22VF,U1-C210094,2021,1,576,6.17,5.3517,R32,1,61,6.88,4.8628,三菱電機,是
三菱電機,MSZ-LN22VFB / MUZ-LN22VF,U1-C210093,2021,1,576,6.17,5.3517,R32,1,61,6.88,4.8628,三菱電機,是
LG,HS-18IPX,U1-C210076,2021,1,530,5.38,5.0356,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,HS-12IPX,U1-C210075,2021,1,300,3.26,5.5516,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,HS-09IPX,U1-C210074,2021,1,241,2.70,5.4500,R32,不適用,—,—,—,LG Electronics HK Ltd,是
美的,MS-12CRF1B,U1-C210056,2021,1,353,3.56,5.0148,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-24HRF8B,U1-C210011,2021,1,629,7.05,5.6522,R32,1,65,7.20,4.7598,美的電器(香港)有限公司,是
美的,MS-18HRF8B,U1-C210010,2021,1,438,5.29,6.0821,R32,1,47,5.33,4.9440,美的電器(香港)有限公司,是
美的,MS-12HRF8B,U1-C210009,2021,1,256,3.54,6.9530,R32,1,34,3.59,4.5332,美的電器(香港)有限公司,是
美的,MS-09HRF8B,U1-C210008,2021,1,173,2.65,7.7003,R32,1,22,2.79,5.4184,美的電器(香港)有限公司,是
美的,MS-22CRFB,U1-C210007,2021,1,706,6.55,4.7190,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-18CRFB,U1-C210006,2021,1,561,5.33,4.7621,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-09CRFB,U1-C210004,2021,1,251,2.63,5.3251,R410A,不適用,—,—,—,美的電器(香港)有限公司,是
Comfee',CFS-18VGPF,U1-C205127,2025,1,534,5.55,5.0362,R32,不適用,—,—,—,東芝香港有限公司,是
三菱電機,MSZ-LN18VFV / MUZ-LN18VF,U1-C200142,2020,1,437,5.05,5.7857,R32,1,51,6.18,5.0745,三菱電機,是
三菱電機,MSZ-LN12VFV / MUZ-LN12VF,U1-C200141,2020,1,267,3.48,6.6183,R32,1,32,4.04,5.4798,三菱電機,是
三菱電機,MSZ-LN09VFV / MUZ-LN09VF,U1-C200140,2020,1,184,2.50,6.8703,R32,1,24,3.33,5.6800,三菱電機,是
三菱電機,MSZ-LN18VFR / MUZ-LN18VF,U1-C200139,2020,1,437,5.05,5.7857,R32,1,51,6.18,5.0745,三菱電機,是
三菱電機,MSZ-LN12VFR / MUZ-LN12VF,U1-C200138,2020,1,267,3.48,6.6183,R32,1,32,4.04,5.4798,三菱電機,是
三菱電機,MSZ-LN09VFR / MUZ-LN09VF,U1-C200137,2020,1,184,2.50,6.8703,R32,1,24,3.33,5.6800,三菱電機,是
三菱電機,MSZ-LN18VFB / MUZ-LN18VF,U1-C200136,2020,1,437,5.05,5.7857,R32,1,51,6.18,5.0745,三菱電機,是
三菱電機,MSZ-LN12VFB / MUZ-LN12VF,U1-C200135,2020,1,267,3.48,6.6183,R32,1,32,4.04,5.4798,三菱電機,是
三菱電機,MSZ-LN09VFB / MUZ-LN09VF,U1-C200134,2020,1,184,2.50,6.8703,R32,1,24,3.33,5.6800,三菱電機,是
大松,S18H35N / S18H35U,U1-C200133,2020,1,501,5.10,5.0411,R410A,1,51,5.20,4.3741,宏俊有限公司,是
大松,S18C4AN / S18C4AU,U1-C200132,2020,2,768,5.57,3.5555,R410A,不適用,—,—,—,宏俊有限公司,否
大松,S24C4AN / S24C4AU,U1-C200129,2020,2,993,7.04,3.5797,R410A,不適用,—,—,—,宏俊有限公司,否
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
大松,S12C4AN / S12C4AU,U1-C200128,2020,2,502,3.65,3.6060,R410A,不適用,—,—,—,宏俊有限公司,否
大松,S09C4AN / S09C4AU,U1-C200127,2020,2,367,2.77,3.6761,R410A,不適用,—,—,—,宏俊有限公司,否
三菱電機,MSZ-GS18VF / MUZ-GS18VF,U1-C200094,2020,1,469,4.87,5.3883,R32,1,38,4.59,5.1381,三菱電機,是
三菱電機,MSZ-GS12VF / MUZ-GS12VF,U1-C200093,2020,1,282,3.41,6.1055,R32,1,35,4.02,4.9800,三菱電機,是
三菱電機,MSZ-GS09VF / MUZ-GS09VF,U1-C200092,2020,1,211,2.61,6.0965,R32,1,26,3.28,5.2989,三菱電機,是
三菱電機,MSZ-GS07VF / MUZ-GS07VF,U1-C200091,2020,1,183,2.28,6.0911,R32,1,19,2.43,5.3614,三菱電機,是
三菱電機,MSY-GS18VF / MUY-GS18VF,U1-C200090,2020,1,465,4.99,5.4365,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GS12VF / MUY-GS12VF,U1-C200089,2020,1,280,3.42,6.1407,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GS09VF / MUY-GS09VF,U1-C200088,2020,1,211,2.62,6.1164,R32,不適用,—,—,—,三菱電機,是
三菱電機,MSY-GS07VF / MUY-GS07VF,U1-C200087,2020,1,182,2.29,6.1238,R32,不適用,—,—,—,三菱電機,是
三菱電機,PKA-RP71KAL,U1-C200084,2020,1,616,7.17,5.8242,R410A,1,77,7.99,4.4894,三菱電機,是
三菱電機,PKA-RP50HAL,U1-C200083,2020,1,486,4.55,4.7888,R410A,1,50,4.85,4.3676,三菱電機,是
樂信牌,RS-S24KE / RU-S24KE,U1-C200078,2020,1,692,7.10,5.1389,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-S18KE / RU-S18KE,U1-C200077,2020,1,527,5.39,5.0891,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-S12KE / RU-S12KE,U1-C200076,2020,1,333,3.68,5.3386,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-S9KE / RU-S9KE,U1-C200075,2020,1,266,2.77,5.0234,R410A,不適用,—,—,—,信興電工工程有限公司,是
冰點,FI-40HRA / FU-40HRA,U1-C200074,2020,1,378,4.03,5.3452,R410A,1,41,3.94,4.2823,冰點空調(香港)有限公司,是
冰點,FI-40CRA / FU-40CRA,U1-C200073,2020,1,381,4.05,5.3055,R410A,不適用,—,—,—,冰點空調(香港)有限公司,是
東芝,RAS-24J2KV-HK,U1-C200070,2020,1,688,7.00,5.2178,R410A,1,73,7.96,4.7298,開利(香港)有限公司,是
樂信牌,RS-V24KE / RU-V24KE,U1-C200069,2020,2,993,7.04,3.5797,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-V18KE / RU-V18KE,U1-C200068,2020,2,768,5.57,3.5555,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-V12KE / RU-V12KE,U1-C200067,2020,2,502,3.65,3.6060,R410A,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RS-V9KE / RU-V9KE,U1-C200066,2020,2,367,2.77,3.6761,R410A,不適用,—,—,—,信興電工工程有限公司,否
日立牌,RAS-DX18CWK/RAC-DX18CWK,U1-C200065,2020,1,590,5.10,4.5359,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX13CWK/RAC-DX13CWK,U1-C200064,2020,1,316,3.12,5.1622,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
日立牌,RAS-DX10CWK/RAC-DX10CWK,U1-C200063,2020,1,247,2.46,5.1096,R32,不適用,—,—,—,阿奇立克日立家電(香港)有限公司,是
豐澤牌,FSA18M20,U1-C200062,2020,2,725,5.13,3.6778,R410A,不適用,—,—,—,屈臣氏零售(香港),否
豐澤牌,FSA12M20,U1-C200061,2020,2,490,3.46,3.6316,R410A,不適用,—,—,—,屈臣氏零售(香港),否
冰點,FI-50CRA / FU-50CRA,U1-C200053,2020,1,482,4.96,5.2436,R410A,不適用,—,—,—,冰點空調(香港)有限公司,是
東芝,RAS-13J2KV-HK,U1-C200052,2020,1,365,3.42,4.8478,R410A,1,41,4.03,4.3822,開利(香港)有限公司,是
東芝,RAS-10J2KV-HK,U1-C200051,2020,1,279,2.47,4.5342,R410A,1,32,3.12,4.3572,開利(香港)有限公司,是
樂信牌,RS-LS18WK / RU-LS18WK,U1-C200050,2020,1,544,5.32,4.9366,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-LS12WK / RU-LS12WK,U1-C200049,2020,1,299,3.22,5.4939,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-LS9WK / RU-LS9WK,U1-C200048,2020,1,243,2.58,5.3898,R410A,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RS-LE18WK / RU-LE18WK,U1-C200047,2020,1,531,5.27,5.0597,R410A,1,44,4.44,4.4519,信興電工工程有限公司,是
樂信牌,RS-LE12WK / RU-LE12WK,U1-C200046,2020,1,306,3.17,5.3645,R410A,1,38,4.08,4.7571,信興電工工程有限公司,是
樂信牌,RS-LE9WK / RU-LE9WK,U1-C200045,2020,1,244,2.63,5.3718,R410A,1,30,3.13,4.6337,信興電工工程有限公司,是
Panasonic,CS-LS18WKA / CU-LS18WKA,U1-C200044,2020,1,544,5.32,4.9366,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-LS12WKA / CU-LS12WKA,U1-C200043,2020,1,299,3.22,5.4939,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-LS9WKA / CU-LS9WKA,U1-C200042,2020,1,243,2.58,5.3898,R410A,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CS-LE18WKA / CU-LE18WKA,U1-C200041,2020,1,531,5.27,5.0597,R410A,1,44,4.44,4.4519,信興電器貿易有限公司,是
Panasonic,CS-LE12WKA / CU-LE12WKA,U1-C200040,2020,1,306,3.17,5.3645,R410A,1,38,4.08,4.7571,信興電器貿易有限公司,是
Panasonic,CS-LE9WKA / CU-LE9WKA,U1-C200039,2020,1,244,2.63,5.3718,R410A,1,30,3.13,4.6337,信興電器貿易有限公司,是
三星,AR24TXHAAWKN,U1-C200033,2020,1,646,6.57,5.0909,R32,1,70,7.44,4.6099,三星,是
三星,AR18TXHAAWKN,U1-C200032,2020,1,476,5.23,5.3159,R32,1,57,6.01,4.5818,三星,是
三星,AR12TXHAAWKN,U1-C200031,2020,1,289,3.67,6.1148,R32,1,34,4.02,5.0487,三星,是
三星,AR09TXHAAWKN,U1-C200030,2020,1,187,2.58,6.7589,R32,1,27,3.21,5.1213,三星,是
三星,AR24TXEAAWKN,U1-C200029,2020,1,646,6.57,5.0909,R32,1,70,7.44,4.6099,三星,是
三星,AR18TXEAAWKN,U1-C200028,2020,1,476,5.23,5.3159,R32,1,57,6.01,4.5818,三星,是
三星,AR12TXEAAWKN,U1-C200027,2020,1,289,3.67,6.1148,R32,1,34,4.02,5.0487,三星,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
三星,AR09TXEAAWKN,U1-C200026,2020,1,187,2.58,6.7589,R32,1,27,3.21,5.1213,三星,是
東芝,RAS-24J2KCV-HK,U1-C200025,2020,1,688,7.00,5.2178,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-22J2KCV-HK,U1-C200024,2020,1,549,6.03,5.5207,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-18J2KCV-HK,U1-C200023,2020,1,558,5.06,4.7957,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-13J2KCV-HK,U1-C200022,2020,1,387,3.53,4.6967,R410A,不適用,—,—,—,東芝香港有限公司,是
東芝,RAS-10J2KCV-HK,U1-C200021,2020,1,288,2.72,4.7346,R410A,不適用,—,—,—,東芝香港有限公司,是
美的,MS-12HRF8A,U1-C200010,2020,1,296,3.60,6.0065,R32,1,30,3.62,5.2582,美的電器(香港)有限公司,是
美的,MS-09HRF8A,U1-C200009,2020,1,230,2.68,5.8086,R32,1,24,2.97,5.3774,美的電器(香港)有限公司,是
美的,MS-18CRF8A,U1-C200003,2020,1,510,5.13,5.2310,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-12CRF8A,U1-C200002,2020,1,321,3.61,5.5414,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MS-09CRF8A,U1-C200001,2020,1,244,2.63,5.4684,R32,不適用,—,—,—,美的電器(香港)有限公司,是
東芝,RAS-22J2KV-HK,U1-C190183,2019,1,616,6.51,5.3307,R410A,1,75,7.39,4.3731,開利(香港)有限公司,是
東芝,RAS-18J2KV-HK,U1-C190182,2019,1,470,4.95,5.3822,R410A,1,57,5.88,4.5862,開利(香港)有限公司,是
東芝,RAS-24J2KCV-HK,U1-C190181,2019,1,688,7.00,5.2178,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-22J2KCV-HK,U1-C190180,2019,1,549,6.03,5.5207,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-18J2KCV-HK,U1-C190179,2019,1,558,5.06,4.7957,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-13J2KCV-HK,U1-C190178,2019,1,387,3.53,4.6967,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-10J2KCV-HK,U1-C190177,2019,1,288,2.72,4.7346,R410A,不適用,—,—,—,開利(香港)有限公司,是
東芝,RAS-24J2KV-HK,U1-C190176,2019,1,688,7.00,5.2178,R410A,1,73,7.96,4.7298,東芝香港有限公司,是
東芝,RAS-22J2KV-HK,U1-C190175,2019,1,616,6.51,5.3307,R410A,1,75,7.39,4.3731,東芝香港有限公司,是
東芝,RAS-18J2KV-HK,U1-C190174,2019,1,470,4.95,5.3822,R410A,1,57,5.88,4.5862,東芝香港有限公司,是
